key,fare_amount
2015-01-27 13:08:24.0000002,8.209500000000004
2015-01-27 13:08:24.0000003,8.823499999999996
2011-10-08 11:53:44.0000002,4.840499999999999
2012-12-01 21:12:12.0000002,7.938499999999993
2012-12-01 21:12:12.0000003,16.44150000000001
2012-12-01 21:12:12.0000005,8.876500000000002
2011-10-06 12:10:20.0000001,5.221499999999995
2011-10-06 12:10:20.0000003,53.80149999999994
2011-10-06 12:10:20.0000002,11.461999999999996
2014-02-18 15:22:20.0000002,6.316999999999996
2014-02-18 15:22:20.0000003,8.574500000000004
2014-02-18 15:22:20.0000001,12.466600000000003
2010-03-29 20:20:32.0000002,4.7445
2010-03-29 20:20:32.0000001,8.230999999999996
2011-10-06 03:59:12.0000002,9.425500000000007
2011-10-06 03:59:12.0000001,11.491649999999995
2012-07-15 16:45:04.0000006,7.8085
2012-07-15 16:45:04.0000002,8.369499999999999
2012-07-15 16:45:04.0000003,5.158000000000002
2012-07-15 16:45:04.0000004,5.9914999999999985
2014-10-29 02:09:56.0000001,8.308399999999999
2014-06-14 13:39:00.00000010,8.030499999999996
2014-06-14 13:39:00.00000060,7.169499999999994
2014-06-14 13:39:00.00000087,6.6214999999999975
2014-06-14 13:39:00.00000050,14.74849999999999
2014-06-14 13:39:00.0000003,5.769500000000001
2014-06-14 13:39:00.000000158,36.428000000000026
2014-06-14 13:39:00.00000015,25.010299999999994
2014-06-14 13:39:00.00000073,6.734000000000001
2014-06-14 13:39:00.00000077,15.211000000000006
2014-06-14 13:39:00.000000145,8.187999999999995
2014-06-14 13:39:00.00000079,5.627000000000002
2014-06-14 13:39:00.000000121,5.130499999999997
2014-06-14 13:39:00.00000021,10.418
2014-06-14 13:39:00.0000005,7.584849999999998
2014-06-14 13:39:00.000000165,6.191499999999998
2014-06-14 13:39:00.000000184,5.560500000000002
2014-06-14 13:39:00.00000059,5.736999999999998
2014-06-14 13:39:00.00000070,7.822499999999992
2014-06-14 13:39:00.00000068,4.7505
2014-06-14 13:39:00.000000133,16.277000000000008
2014-06-14 13:39:00.000000128,8.06349999999999
